time_s,height_cm,truth_height_cm,logged_vz,truth_vz,replay_z,replay_vz
6.520419,24.320000,24.242120,3.320000,1.296252,24.448094,3.812664
6.540419,24.210000,24.276383,2.290000,1.081674,24.445549,3.264574
6.560420,24.410000,24.303035,2.720000,1.027694,24.494584,3.236507
6.580420,24.210000,24.342481,1.630000,1.104827,24.471748,2.649504
6.600423,24.430000,24.369074,2.200000,1.209042,24.511442,2.681117
6.620425,24.240000,24.408246,1.270000,1.469509,24.484938,2.175580
6.640426,24.440000,24.434675,1.860000,1.734736,24.516871,2.236714
6.660426,24.340000,24.477194,1.410000,2.087586,24.510212,1.970530
6.680430,24.530000,24.509897,2.100000,2.390875,24.555255,2.157174
6.700431,24.420000,24.565438,1.550000,2.765163,24.556386,1.930673
6.720431,24.700000,24.611955,2.550000,2.932264,24.632850,2.322828
6.740434,24.490000,24.665378,1.580000,3.214145,24.630314,1.987448
6.760431,24.790000,24.716024,2.550000,2.996435,24.709640,2.360640
6.780435,24.890000,24.775933,3.150000,3.109926,24.796109,2.682918
6.800433,24.890000,24.826881,3.100000,2.831888,24.860059,2.748266
6.820438,24.990000,24.889904,3.310000,3.002885,24.934647,2.880911
6.840438,24.900000,24.947861,2.460000,2.639767,24.964209,2.624175
6.860441,25.090000,25.005591,2.920000,2.711723,25.037327,2.768651
6.880440,24.990000,25.057494,2.240000,2.279109,25.062834,2.507927
6.900443,25.190000,25.108677,2.770000,2.332684,25.135627,2.682289
6.920444,25.090000,25.151175,2.200000,1.966408,25.160960,2.447786
6.940443,25.280000,25.197032,2.770000,2.045378,25.230919,2.616704
6.960446,25.090000,25.238722,1.690000,1.832717,25.228987,2.186546
6.980447,25.290000,25.276437,2.200000,1.987036,25.280873,2.299470
7.000449,25.200000,25.316806,1.770000,1.796720,25.293308,2.070658
7.020448,25.510000,25.349077,2.930000,2.109286,25.387251,2.525036
7.040453,25.310000,25.385077,2.070000,2.096665,25.401325,2.242503
7.060449,25.620000,25.433732,3.070000,2.191837,25.496519,2.657828
7.080453,25.320000,25.472603,1.640000,2.171739,25.483555,2.123261
7.100453,25.620000,25.525034,2.430000,2.248847,25.555057,2.377435
7.120459,25.420000,25.562992,1.500000,2.327323,25.551799,1.987860
7.140458,25.730000,25.620038,2.540000,2.435369,25.633670,2.357801
7.160457,25.530000,25.657848,1.740000,2.462782,25.638516,2.037758
7.180462,25.850000,25.716548,2.870000,2.523820,25.729599,2.487597
7.200462,25.660000,25.765738,2.180000,2.650019,25.744618,2.238466
7.220463,25.880000,25.831275,2.820000,2.696378,25.815785,2.493780
7.240464,25.800000,25.870325,2.390000,2.744671,25.846297,2.378651
7.260466,26.010000,25.930546,3.100000,2.873906,25.926644,2.678820
7.280465,25.920000,25.977772,2.570000,3.063513,25.961357,2.545314
7.300468,26.130000,26.051326,3.150000,3.121022,26.044736,2.824970
7.320466,26.040000,26.110618,2.600000,3.336527,26.081573,2.667307
7.340469,26.260000,26.186699,3.190000,3.214400,26.169159,2.946502
7.360456,26.170000,26.235886,2.680000,3.280278,26.209013,2.791984
7.380471,26.380000,26.307288,3.430000,3.224820,26.296144,3.077286
7.400472,26.270000,26.364254,2.920000,3.418369,26.330275,2.874715
7.420473,26.570000,26.450256,3.860000,3.535408,26.438145,3.302208
